,category,text
23213,1,my access sos password reset
23214,4,mobf free bundled caller id and autoroam not provided upon recon of combo 12
23215,2,dpm error pending cancellation
23216,0,improvements to singtel website
23217,1,my access password reset
23218,1,my access password reset
23219,1,customer unable to check email in my account
23220,1,unable to grant ebpp consumer csr access in my access
23221,1,my access password reset request
23222,1,my account unable to change billing media
23223,2,order was cancelled but forget to process the order in dpm
23224,2,request to reset ob portal password
23225,1,cmbs mad password reset
23226,1,member services customer is unable to login
23227,1,one portal issuecustomer unable to login into my account
23228,2,incorrect imsi mismatch
23229,1,my account error
23230,2,unable to link the cust email add to my ac
23231,2,unable to cancel metv
23232,2,pending dpm order sheppardgreg
23233,0,pyenpat01d failed
23234,2,fusion flag mismatch fetch tv order stuck
23235,2,please remove from online billing
23236,0,dpm relocation fail
23237,2,missing db link in eshop sit env
23238,1,user is unable to login to yes pass
23239,6,migs patching request for txn date 29 may 1 jun NUM
23240,6,not receiving monthly email billsrefer to case id incident id NUM
23241,1,my access password reset
23242,2,me tv cancellation service is unavailable please try again after 24 hours
23243,2,dpm error cannot send the fetch box from member services
23244,2,one portal password reset
23245,2,unable to recharge in online recharge site
23246,2,billing cycleusage issue
23247,2,request to push order for fetch tv
23248,2,dpm pending order
23249,1,my access password reset
23250,2,opt310 file insufficient in last 30 mins
23251,1,zoo csi password reset request
23252,1,my access
23253,2,change of billing type
23254,1,zoo password reset
23255,1,my access password reset
23256,1,unable to login member services
23257,1,unable to link account marka10
23258,2,unable to register customer on comaucricket
23259,1,my account unable to register the account
23260,1,customer unable to access and login to my app
23261,1,my account pending transactions
23262,1,my account data usage error
23263,2,ca request for sos ref NUM
23264,2,me tv order
23265,1,issue my account change of billing type
23266,5,my appunable to view usage balance
23267,2,dpm pending order
23268,1,member services unable to login
23269,1,incorrect data in my account
23270,2,999 issue there is no zoneb minute shown
23271,1,my access password reset
23272,6,email billing
23273,1,request to rest sos password
23274,1,my account cant getview billing details
23275,2,dpm unable to book fetch tv
23276,1,myaccount issue
23277,1,my account autorecharged not working
23278,2,dpm issue
23279,0,dpm stb not delivered
23280,2,metv admin search is temporarily unavailable
23281,1,customer name on payment cofirmatio received from sigtel is incorrect account5
23282,2,fetchtv order NUM
23283,1,my access password reset
23284,2,duplicate caller id been created by pmp sdp which cause customer been charged 
23285,1,my account linking error
23286,4,focus middleware focus siebel chunNUM inactive gsmgrp3 in el
23287,2,unable to setup direct debit
23288,2,customer having issue to check international minutes in my app
23289,1,cant register customer in my account
23290,1,my access password reset
23291,5,urgent ob portal
23292,2,dpm general error service is unavailable please try again after 24 hours
23293,1,user request to clear the pending transactions
23294,2,unable to login to ob portal
23295,2,pin number is not working 
23296,2,unable to migrate the service in dpm
23297,5,wifi talk app registration error for 3 mobile phones
23298,2,fetch tv pending delivery in dpm
23299,1,zoo csi reset password
23300,1,my access issue
23301,2,prepaid amta process issue
23302,2,dpm order issue
23303,5,re add dns in host file
23304,1,my access password reset
23305,1,bills not showing in my account
23306,2,dpmorder stuck in pending
23307,2,final bill
23308,1,unable to add data block on my account
23309,1,my account unable to see account details in the dashboard
23310,2,dpm fetch tv order is cancellation pending
23311,1,my access application
23312,1,my access login issue
23313,2,mobile replace simcard for NUM delivery fsNUM not found
23314,1,unable to link the service in my account
23315,4,unable to submit the order in sos
23316,0,terminate home liv cam singnet catherinehobh ms ho bee hwa
23317,2,me tv cancelation
23318,1,zoo csi account
23319,2,member serivces customer is not able to login to the system
23320,1,zoo password reset
23321,5,pending fetchtv michaelcarolan
23322,1,obbpm password reset NUM
23323,1,my access password reset
23324,5,linking error still can see old rate plan for NUM
23325,2,NUM issues
23326,2,stb stucked in dpm
23327,2,member services internal error query
23328,3,unable to switch email bills in member services
23329,1,my account
23330,3,unable to switch to email billing
23331,5,submission of new it report
23332,2,unable to change email billing address
23333,2,mopm drop order check salomon pang dao yi
23334,1,unable to login into my account
23335,2,errorlinking cannot be proceed as there is a system error
23336,1,request to reset my access password
23337,1,sos password reset
23338,0,customer not receive any usage alert on his phone
23339,5,ebpp tm tasks report fixing
23340,1,unable to change email in customer my account
23341,1,my access password reset
23342,1,my account not updating the data usage
23343,1,my account issue
23344,2,dpm error
23345,1,myaccess password reset
23346,1,my account is not responding
23347,2,ob portal password reset
23348,0,dpm stb not received
23349,1,myaccess password reset
23350,2,pending order in dpm
23351,1,my account or paper bill NUM
23352,2,ecare application issue
23353,1,my access fuli password reset request
23354,1,dpm password reset
23355,2,business portal password reset
23356,1,unable to change password for email in my account
23357,1,ebpp tm tasks reloading of errored files on user loader
23358,2,metv cancellation
23359,1,my account issue
23360,5,cannot activate wifi talk app not a valid number msn NUM
23361,1,my access request to reset the password
23362,1,my account logout automatically after login
23363,3,etracker is missing option panel on the left side singtelNUM
23364,1,my access password reset
23365,2,dpm pending order
23366,2,unable to cancel fetch tv in dpm
23367,1,customer is unable to access cricket
23368,1,unable to reset password for dpm
23369,2,failed file transfer
23370,1,zoo password reset
23371,1,my st app my account mr chong chinyong
23372,1,my access password reset
23373,1,password reset
23374,1,unable to activate users
23375,2,dpm error
23376,2,stb stuck in dpm
23377,0,sa form extraction
23378,1,my access password reset
23379,2,member services issue customer unable to register email bill
23380,2,internal system error
23381,2,me tv cancellation
23382,2,dpm error
23383,2,dpm changed delivery address after the order was process issue
23384,1,zoo csi login issue
23385,2,ob portal issue
23386,2,unable to access yes central and personal hub
23387,0,ppNUM tan hee lian linda tan pushed through after cut off time
23388,2,unable to access yes central and personal hub
23389,1,my access password reset
23390,2,prepaid amta process issue
23391,1,sos and my access password reset
23392,1,my access password reset
23393,1,my access password reset
23394,1,my access password reset
23395,1,my account login issue
23396,1,error ssl connection when linking services in my account
23397,5,issue with wifi talk
23398,1,data usage in my account not showing the actual usage
23399,2,dpm order stuck since 31 march
23400,2,unable to cancel customer metv
23401,2,user having issue with dpm order for metv
23402,0,eshop dr database vip is not communicate to cluster
23403,5,re onepay hiaccount top up daily report NUM apr NUM
23404,1,zoo request to reset the password
23405,2,incorrect billing address information
23406,2,my app issue
23407,0,iex and zoo
23408,0,motherca required for this number NUM
23409,1,customer unable to login my account
23410,2,my singtel app heng li wah unsuccessful activation
23411,2,my app issue
23412,1,my access password reset
23413,1,my access spectre password reset
23414,2,ebpp tm tasks request for invoice loader stats
23415,2,dpm issue stb return satchel not received NUM
23416,1,usage details is mistmatch in my account
23417,1,customer is not able to login to my account
23418,5,disconnected call
23419,2,order status is still pending but no error msg
23420,1,sos password reset
23421,1,my access password reset
23422,2,dpm push thru order
23423,2,stuck stb in dpm
23424,2,dpmunable to book fetch tv
23425,1,my access password reset
23426,1,my account NUM
23427,2,fetch tv order cancellation
23428,4,ninp code is still not auto populated
23429,2,order capture error
23430,2,my business portal password reset
23431,1,my access sos password reset
23432,0,dpm
23433,5,wifi talk
23434,1,my account unable to setup email billing
23435,1,lat account not found
23436,2,dpm order cancellation
23437,2,ebpp tm tasks acl loader loading issueerror
23438,2,unbale to change webmail password catherine hay
23439,2,pending fetch tv order
23440,1,unable to add data block on the broadband in my account
23441,1,my account unable to check the bill NUM
23442,2,metv it case fetch order internal system error
23443,5,fusion port away
23444,1,customers are unable to login to my account after attempting password reset
23445,4,eip eipprdappaNUM prd event wait no response threshold breac
23446,1,my account unable to add an account number
23447,2,sts red alert delivery address
23448,1,my access password unlock
23449,1,unable to register email billing in my account
23450,5,plan mismatch in member services and cmbs
23451,1,my account issue
23452,1,my access password reset
23453,2,dpm error
23454,2,stb pending delivery error inquiry
23455,1,unable to log in to my access
23456,2,my business portal password reset
23457,1,my account issue
23458,1,my access password reset
23459,1,zoo password reset
23460,1,my access password reset
23461,1,zoo request to reset the password
23462,0,re mt mobile service NUM
23463,2,ebpp tm tasks request for invoice loader stats
23464,1,request for my access password reset
23465,2,my app not working
23466,1,NUM account number is invalid
23467,1,my app unable to login
23468,1,NUM customer blocked in em due to oft error
23469,1,my access password reset
23470,2,dpm order
23471,2,my app details is not updated
23472,2,order NUM
23473,1,password reset for csi
23474,1,logout automatically from my account
23475,2,dpm issue
23476,2,dpm pending order account NUM
23477,5,wifi talk unable to register
23478,2,bizportal change of main administrator singtelNUM
23479,3,unable to switch email billing
23480,1,my account issue for service
23481,2,re unable to access to eshop admin portal
23482,2,order got stuck in dpm
23483,1,my access password reset
23484,1,myaccount ongoing issue
23485,1,my access password reset
23486,2,setup box issue
23487,1,my account login issue
23488,1,myaccount tab web error
23489,2,my app issue
23490,2,ob portal password reset
23491,2,my app crashing issue
23492,1,zoo csi password reset
23493,1,zoo password reset
23494,1,zoo reset need to raise a new account account inactive
23495,5,website is not responding
23496,2,dpm error
23497,1,zoo password reset
23498,2,dpm error
23499,1,my account issue nbn accNUM username javalve
23500,1,my account login
23501,1,zoo csi password reset
23502,1,unable to access mybill
23503,1,my access password reset
23504,1,my account automatically logs out
23505,1,spectra password reset
23506,1,unabel to login to dpm
23507,2,tabf unable to recon in tablet eshop mr koh chee seng mt NUM
23508,2,me tv canvellation request
23509,1,zoo password reset
23510,1,my access password unlock
23511,2,ebpp tm tasks reextraction of aspc files
23512,2,pending dpm stb order
23513,2,dpm general error service is unavailable please try again after 24 hours
23514,1,zoo csi password
23515,2,dpm error pending
23516,1,my access
23517,2,dpm pending order
23518,1,my access request reset password
23519,1,customer trying to register my account
23520,1,my account issue NUM
23521,2,my app not showing recharge expiry
23522,2,fetch tv stb not activating
23523,5,mio ingest error reported on thinklrn01intsinmioourinfranet
23524,1,customer is unable to view bills on my account
23525,2,NUM dpm stuck in pending issue not resolve
23526,1,my account incorrect data usage displaying
23527,1,zoo password reset
23528,1,user unable login into my access
23529,2,fetch tv delivery gail jones
23530,2,me tv cancellation
23531,1,my access billing
23532,3,no business impact unable to telnet from server stmprdappw015
23533,1,my account login issue
23534,1,my account issue clive brooks
23535,2,dpm still stuck even after contacting paulraj
23536,2,international minutes my app
23537,2,need to raise the ticket with eaibpm team
23538,1,customer unable to login to memberservices refer user to mtsc
23539,2,selene mobile payment extension payment advice transactions failing issue 
23540,1,my access unable to access
23541,2,dpm issue
23542,1,eshop admin module unable to access tie free gifts page
23543,1,zoo csi password reset
23544,4,errors bug when extracting data
23545,0,request refund money 33 or give 3 movies ticket this afternoon
23546,3,customer needs to be switched to paper billing
23547,2,dpm issue
23548,1,unable to linking the account number in my account my access
23549,2,urgent unable to access ob portal
23550,1,my account login issues
23551,3,nbi server idmprdappw002 is currently unavailable
23552,1,my access request to reset the password
23553,1,customer my account keeps logging out
23554,2,fetch tv issue advice given
23555,1,my access password reset
23556,2,keyline yearly ci benefit not updated
23557,2,metv cancellation
23558,1,unable to setup my account
23559,1,zoo csi password reset
23560,1,unable to link account in my account
23561,2,dpm request to push the order in the system
23562,2,no credits information in my app
23563,1,zoopassword reset
23564,1,my access password reset
23565,2,simcard number not available in sos
23566,3,switch to email billing
23567,2,dpm error
23568,2,app issue
23569,5,my app cust checks the balance it would say cant refresh due to system is
23570,2,my app information error
23571,2,please retrieve ca details for sos rec NUM
23572,1,zoo password reset
23573,2,please retrieve ca details for sos rec NUM
23574,4,lionel koh sNUM mt NUM local data entitlement
23575,2,pending fetch tv amandaNUM
23576,0,opNUM assigned mobile msg svc smsc send service
23577,4,bpc oft interface file from sap to clarity case concerning sftp transfer
23578,2,incident update NUM
23579,2,dpm error
23580,1,my account issue
23581,2,mobf unable to load oneplus 2
23582,2,dpm issue
23583,1,zoo passsword reset
23584,0,dpm customer reminder
23585,1,unable to access the online request
23586,1,zoo password reset
23587,5,my s app not downlable on phone
23588,5,amberpoint connection
23589,2,change to email billing
23590,1,request efulfillment password reset
23591,0,mt NUM
23592,1,unable to link the account
23593,2,wbactmt01d failed with status 2
23594,5,wifi talk unable to connect
23595,2,stb pending delivery error inquiry
23596,1,my account registration
23597,1,your login email is not confirmed error
23598,0,osp portal login issue
23599,1,my account login issue
23600,2,dpm hardware delivery
23601,5,wifi talk customer didnt receive sms code
23602,6,customer webmail mtsc
23603,2,request to reset ob portal password
23604,1,member services login failed
23605,1,customer unable to login my account
23606,2,dpm pending status
23607,2,vbactmt01d odate 85 failed with status 1
23608,2,unable to book fetch tv in dpm
23609,1,my access password reset
23610,1,unable to login into member service
23611,2,request to push order in dpm
23612,1,zoo password reset
23613,0,failed when doing migration has failed
23614,0,prepaid campaign cemNUM feedback form
23615,1,my access password reset
23616,1,sap request to reset the password
23617,1,zoo password reset
23618,2,unable to change webmail password in member services
23619,2,pending fetch tv order
23620,1,my access password reset
23621,2,ebpp tm tasks reloading of errored files on ar loader
23622,1,zoo password reset
23623,2,customers email billing was not going to the correct email address
23624,1,customer status suspended in dpm for username ninbreNUM
23625,2,eshop portal payment gateway
23626,2,dpm pending delivery order but status is inactive
23627,2,dpm pending order
23628,1,my access request to reset the password
23629,1,login issue with my access
23630,4,application slows and errors when trying to provision or verify orders
23631,1,unable to login to my account
23632,1,user unable to change paper billing to email billing
23633,1,my account customer unable to login to mny account after reset
23634,1,sosmy accesspassword reset
23635,5,ideas mms inbox httpsmyportalsingtelcomwebguesthome
23636,1,user getting error when trying the forgot password link
23637,1,my access password reset
23638,2,change of spoc for bunge singtelNUM
23639,2,query regarding member services
23640,0,ca request for NUM
23641,2,ob portal password reset
23642,1,my access password reset
23643,1,dpm error wrong account name showing
23644,2,moti unable to recon with multisim sharlene low cemNUM
23645,2,customer only can view his usage in my app
23646,1,my access password reset
23647,5,fusion port away
23648,1,my access
23649,1,password reset in my access
23650,2,unable to order metv service
23651,6,unable to receive emails via post ebilling
23652,4,my app showing incorrect data allowance NUM
23653,1,user stuck in provision singtelNUM
23654,2,unable to change to email bill
23655,5,impt circuit details leaked on bizportal singtelNUM
23656,4,focus middleware focus siebel chunNUM mts queue on critical 
23657,2,pending orders
23658,5,unable to recontract due to empty page in choose the number you want to recontr
23659,2,please retrieve ca details for sos rec NUM
23660,2,business broadband adsl unable to login to myportal one pass registrati
23661,1,customer cannot login to my account robmckiernan
23662,2,incident update NUM
23663,2,onepass activation issue
23664,2,my app issue
23665,1,my access password reset for customer not supprted
23666,1,customer unable to change password for member services
23667,0,request to assign david luu to toccmeu
23668,1,my account customer cannot change the email password
23669,2,4d toto and big sweep results not received
23670,1,issue with my account
23671,1,zoo csi password reset
23672,6,unable to associate the customers email in member services
23673,1,my access password reset request
23674,2,unable to login to one portal
23675,2,cant book fetch tv order on dpm
23676,2,dpm order pending NUM
23677,2,metv error
23678,6,unable to setup call diversionvoicemailroaming
23679,2,secondary email issue
23680,2,fetch tv stb order stuck in dpm
23681,1,my account unable to access
23682,1,my access password reset
23683,1,customer is not able to login to my account
23684,1,zoo password reset
23685,1,my access password reset
23686,2,dpm issue
23687,2,dpm issue
23688,1,internet access for my account
23689,2,linking error
23690,1,my access password reset
23691,3,unable to switchcustomer to email billing
23692,1,re urgent bill notification wrong account name amount
23693,1,my access password reset
23694,1,setting up an online account
23695,1,NUM no verification pin to perform prepaid top up via myaccount
23696,1,unable to register email billing for customer in my account
23697,1,my access reset password
23698,2,business portal password reset
23699,1,unable to switch user to email billing
23700,1,my access password reset
23701,1,my access reset password
23702,5,wifi talk call dropped
23703,1,my access password reset
23704,1,reset password for dpm uhh
23705,1,zoo password reset
23706,1,my account customer is unable to login
23707,1,my account access
23708,1,unable to login my account
23709,6,unable to receive signet email svc NUM
23710,2,dpm order stucked
23711,1,sos password reset
23712,2,pushthrough order
23713,5,daily unique customer report
23714,2,suspended dpm customer status
23715,1,my access password reset
23716,0,mopa deduction of credit card l mr kevin pangesa l gNUM servenoNUM
23717,1,my access password reset
23718,2,customer unable to check usage details
23719,1,my access password reset
23720,1,login issues to my account
23721,2,dpm issue
23722,3,request to switch to email billing
23723,1,my access password unlock
23724,2,issue logging in to webmail
23725,2,unable to book or locate fetch tv for this cust as dpm is not working
23726,0,set box not delivered NUM
23727,1,my access password reset
23728,0,message from business singtelshop contact form inge steensland singapore
23729,1,account gets logged out
23730,2,my access sos ob portal password reset
23731,2,my app issue
23732,2,unable to access yes central and personal hub
23733,1,my access password reset
23734,2,prepaid activation issue
23735,1,incorrect data allowance on my account
23736,2,fetch tv delay
23737,1,zoo password reset
23738,0,usage not updating
23739,2,dpm unable to put order
23740,1,request to reset my access password
23741,2,mopm drop order check wong siew wen
23742,4,dpm fetch tv order submitted action required NUM
23743,2,dpm order stuck
23744,1,my access password reset
23745,1,my access request to reset the password
23746,1,my access password reset
23747,2,stuck order in dpm incomplete details
23748,2,unable to activate code for fetch tv demo services
23749,3,re eshop1 100 cpu usage
23750,1,sos password reset
23751,5,wifi talk unable to install application
23752,1,my access password reset
23753,1,unable to login to my access
23754,2,ob portal password reset
23755,2,fetch tv order stuck
23756,0,oiets problem
23757,2,metv cancellation
23758,0,one portal account login query
23759,1,fusion flag and account type mismatch
23760,2,still receving bill on the old email address
23761,1,unable to view data usage in myaccount my app
23762,1,my access password reset
23763,1,fuli password reset
23764,1,mt NUM trouble with accessing cis online
23765,2,usage error
23766,1,my access link service error
23767,2,usage details not updated on my app
23768,1,my access passsword reset
23769,1,zoo csi password reset
23770,1,my account error
23771,2,ebilling setup issue
23772,2,email billing still sending to old email address instead if new email address
23773,1,sos password reset
23774,1,my account issue
23775,2,customer unable to update billing method
23776,1,unable to register email bill in my account
23777,1,my access password reset
23778,2,customer trying to make payment online in my acc but failed
23779,2,customer unable register for my app
23780,1,unable to link account
23781,2,channel pack adding issue in dpm
23782,1,unable to make changes in my account
23783,0,request incNUM opened on your behalf for village roadshow corporation ltd p
23784,3,problem switching to ebilling
23785,2,online recharge page is advertising old prepaid ultimate offer
23786,2,dpm pending order
23787,2,please retrieve ca details for sos rec NUM
23788,1,lnp staffware password reset
23789,1,unable to view the usage of data in my account
23790,1,eshop 4 rpod weblogic console is not accessible
23791,2,error message on dpm
23792,2,hwbb cis link broken
23793,1,myaccess password reset
23794,1,my access password reset
23795,2,dpm general error service is unavailable please try again after 24 hours
23796,2,unable to launch my app
23797,2,unable to recharge
23798,2,ca retrival sos ref NUM
23799,2,pending order in dpm
23800,1,unable to login to my access
23801,1,my access password reset
23802,1,my account unable to create online account
23803,1,my access log in
23804,1,my access password reset
23805,1,my access password reset
23806,1,access issues in my access
23807,2,pending order in dpm dpm NUM NUM
23808,2,dpm pending cancellation
23809,2,error cant recognize the number when recharging
23810,1,my access requesto reset the password
23811,1,sos password reset
23812,0,customer receive a 9 usage alert today on his phone
23813,2,ob portal password reset
23814,2,not receiving the bill for the current month
23815,1,my accountnot generating any email alert to the customer
23816,1,myaccount info showing different contract end date
23817,1,unable to login to ssl tracker
23818,2,dpm error service is unavailable please try again after 24 hours
23819,1,customer cannot view landline and internet service in my account
23820,1,my access sos password reset
23821,1,unable to access onejira
23822,2,dpm metv
23823,2,incident easy mobile error NUM for mybillNUM
23824,5,issue wifi talk
23825,1,my account issue
23826,1,customer cannot login to member services granttownsend2
23827,1,my account unable to view the account
23828,1,myaccess password reset request
23829,2,emails bills being sent to a wrong email address
23830,6,customer is unable to install my app
23831,6,migs patching request for txn date 9 10 nov NUM
23832,1,my access password reset
23833,2,dpm fetch tv error
23834,1,my access unable to login
23835,1,my account unable to change to email billing
23836,5,disable managed service pe report singtelNUM
23837,1,my account getting an error
23838,2,customer unable to purchase movie voucher via perks
23839,2,my app incorrect international minutes
23840,1,my access password reset
23841,1,my access password reset
23842,2,opom order
23843,1,my access password reset
23844,2,my appnot working
23845,1,my access password reset
23846,2,fixed hdkccftthNUM password reset
23847,1,zoo request to reset the password
23848,2,ob portal password reset
23849,1,passwod reset for fuli
23850,1,sos password reset
23851,2,pending fetch tv order in dpm
23852,1,spectre request to reset the password
23853,2,online prepost status NUM
23854,2,case update NUM followups posted requested update from support
23855,1,my account issue service number NUM
23856,1,my access password reset
23857,1,unable to register for email billing in my account
23858,1,my access password reset
23859,2,ebpp tm tasks acl loader loading issueerror
23860,1,zoo password reset
23861,1,check on customer my account email address as below lewton66netcomau
23862,1,issue in linking account via my account
23863,2,pending cancellation in dpm
23864,1,ob password reset
23865,1,my access password reset
23866,2,replace sim card for NUM delivery ppNUM ppNUM
23867,1,my access password reset
23868,1,zoo csi password reset
23869,2,unable to view my bill page
23870,1,my account unable to register a customer
23871,2,fetchtv
23872,1,sorry customers account number is invalid
23873,2,dpm order got stuck in the system
23874,1,zoo password reset
23875,1,dpm password reset
23876,2,ob portal password issue
23877,2,dpm me tv cancellation
23878,0,dpm stb still not recieved
23879,1,jira login
23880,1,login issue
23881,2,order pending in dpm NUM
23882,1,customer unable to login to my account
23883,1,uhh yes pass password reset
23884,2,dpm pending order
23885,1,unable to access zoo net
23886,1,my account cust unable to download the bill via pdf
23887,1,my access password reset request
23888,1,password reset
23889,1,my access request to reset the password
23890,1,my access password reset
23891,1,user id stuck at user summary user id stuck andreawalther periasia com
23892,4,tabf unable to submit order teo chin ming
23893,2,dpm showing cancellation pending
23894,5,update ssl cert for dataeshopbizportalsingtelcom for eshop4
23895,2,prepaid ca retrieval for worder aihuvwq001
23896,5,trans date 5 dec discrepancy between onepay report migs portal
23897,3,unable to switch to email billing thru member services
23898,2,unable to perform hi share international via NUM 363 100 NUM
23899,1,onepass activation issue alphagrade is unable to activate onepass account
23900,2,fetch tv pending still not received
23901,2,dpm request to cancel the order
23902,1,zoo csi password reset
23903,1,customer unable to view service datausage via my account
23904,1,my account issue
23905,0,access to inx portal
23906,1,my access
23907,5,wifi talk issue
23908,2,unable to see the options in extras
23909,2,dpm error
23910,2,unable to view messaging portalacct NUM mr quek pok yong simon mt NUM
23911,2,dpm general error service is unavailable please try again after 24hrs
23912,1,my access password reset
23913,1,my account customer cannot logon to my account
23914,1,customer unable to log in to my account
23915,1,zoo password reset
23916,1,user id mayyeobrookfieldcom stuck in provision with pending eshop
23917,1,my access password reset
23918,2,zoo csr manager password reset
23919,1,my account is log out automatically
23920,1,password reset
23921,0,no reply from menu NUM
23922,1,me tv cancellation username or msn janan5
23923,4,no longer require assistance
23924,6,customer receives thru post butit is already set to email billing
23925,1,user request for sos password reset
23926,2,dpm order stuck in pending
23927,2,arbor billing problem
23928,1,sdp uat not accessible again incident NUM reoccuring
23929,1,password reset
23930,1,my access unable to logon
23931,1,unable to link the account
23932,2,prepaid amta process issue
23933,2,linking issue
23934,1,unable to login to my access
23935,1,my account issue
23936,2,ob portal password reset request
23937,1,my apps unable to access
23938,1,service now password
23939,1,login issue self resolved
23940,1,customer unable to login to my account
23941,1,request to reset my access password
23942,1,my account unable to switch to email billing in my account
23943,1,issue in my account
23944,1,my account linking
23945,2,the spoc crpablooberthurcom registered in NUM but still unable to view bill
23946,1,my access password reset
23947,2,ob portal password reset
23948,0,batch upload for mobile trade in pricing
23949,1,my access password reset
23950,1,my access unable to login user error
23951,1,my access password reset
23952,2,dpm error
23953,1,unable impersonate customer account to electronic billing
23954,2,dpmcancelling the previous order
23955,2,change email billing address for hfc customer
23956,1,my access password reset
23957,1,my account customer account keeps on logging out
23958,2,dpm metv order issue
23959,2,email bill registration issue NUM
23960,2,NUM dpm error cancellation pending
23961,2,orders without the product code previous incident NUM
23962,1,issues logging in to my access
23963,2,pending order NUM
23964,1,error when swithching customer account to email billing
23965,1,my account account linking
23966,1,keeps getting logout from my account
23967,1,my access reset password
23968,2,business portal password reset
23969,2,unable to use my app
23970,2,internalsystemerror bac244
23971,2,status update NUM
23972,1,unable login to dpm
23973,2,one portal password reset
23974,2,error message from member services
23975,1,fusion flag and account type mismatch
23976,1,data usage incorrect details in my account
23977,1,dpm password reset
23978,1,my access password reset
23979,2,dpm error unable to place an order
23980,2,ob portal request to reset the password
23981,1,issue my account customer not able to swicth email billing NUM
23982,1,my access sos password reset
23983,1,linking issue on my account
23984,2,me tv cancellation
23985,1,my account reset password
23986,2,dpm error
23987,2,fusion flag mismatch
23988,2,my app issue
23989,1,my account data usage alert issue
23990,1,sos password reset
23991,2,prepaid activations are not allowing stores to visually inspect id
23992,2,linking error for acc no NUM
23993,1,request update plan in my account
23994,2,mtv error
23995,1,change of user id singtelNUM
23996,1,my access no customer tab
23997,1,fetchtv account needs to be transferred
23998,1,my access password reset
23999,2,order pending in dpm for fetch
24000,2,incorrect ctl file for ua02 markpr extract date NUM
24001,2,stb pending order
24002,1,dpm access error
24003,1,my access password reset
24004,2,unable to access one portal
24005,1,issue loggin into my account
24006,2, re main administrator change for NUM singtelNUM
24007,1,my account issue email billing
24008,2,dpm fetch tv order was not recieved
24009,0,NUM
24010,1,zoo password reset
24011,0,re NUM james xu
24012,1,customer unable to login to my account
24013,1,link account issue
24014,1,unable to login to member services
24015,2,mobile voiceeasy online prepaid top up credit cards enquiries NUM
24016,2,my app unable to pay bills in my app
24017,2,case update NUM case have been resolved ticket closed
24018,2,change sap asia pte ltd rfuNUM crd
24019,4,unable to register for data roaming at sgd10 for 100 mb prev incident NUM
24020,1,everytime giving user an error message when user logs in to my account
24021,1,my access password reset
24022,1,my account issue
24023,2,business portal password reset
24024,2,dpmaction required for fetch tv order NUM
24025,1,sorry this is embarassing we cant display your details in my account
24026,1,zoo csi password reset
24027,2,my app verificatio code sent to different number
24028,2,my app error
24029,1,myaccess link account issue
24030,2,perks issue
24031,6,customer not receiving email billing
24032,1,customer unable to login my account
24033,3,unable to switch to email bill NUM
24034,1,my access password reset
24035,2,order stuck in dpm NUM
24036,2,dpm order cancellation
24037,2,pending delivery for fetch tv
24038,1,unable to link account from his computer to the website
24039,6,member service unable to register for email billing NUM
24040,1,unable to change password
24041,5,error when activating wifi talk
24042,1,my access password reset
24043,2,dpm fetch stuck in pending
24044,1,customer unable to change password on my account
24045,2,error message delivered tracking not available
24046,6,NUM NUM email billing cancellation
24047,5,one portal orders landing in nft with error type delivery date is before minim
24048,2,dpm unable book metv order
24049,1,request to reset password sos
24050,1,password reset for zoo
24051,3,500 internal server error when resending notes
24052,1,my account didnt show usage detail
24053,1,my access sos password reset
24054,1,unable to view usage details in my account
24055,2,dpm unable to migrate from dpm no nbn
24056,1,my access account
24057,1,my access password reset
24058,1,my access password reset
24059,1,cant login to my zoo memberservices
24060,1,my access request to reset the password
24061,2,my app issue
24062,2,order stuck in dpm showing pending
24063,2,shipping failure ott NUM order NUM
24064,6,migs patching request for txn date 8 jul NUM
24065,1,case update for NUM user requested for ticket resolution
24066,2,my app not showing usage for another service number
24067,1,password reset for zoo
24068,2,unable to create order in dpm
24069,1,myaccess password reset
24070,1,password reset
24071,1,password reset
24072,2,there is an ad epl in my app
24073,1,my access password reset
24074,1,zoo csi reset password
24075,1,user stuck in provisioning status singtel NUM
24076,1,my account data plan usage
24077,1,my account usage issue
24078,2,unable to activate prepaid sim
24079,2,member services issue
24080,2,dpm to delete tv connect pack
24081,2,error occurring when completing a prepaid activation
24082,2,unable setting up an online billing for customer
24083,1,advise user to request thru cars
24084,1,my access password reset
24085,1,unable to login to member services and my account
24086,1,ebpp tm tasks reloading of errored files on user loader
24087,2,app issue
24088,2,unable to register promotion online
24089,1,unable to setup email billing in my account
24090,2,request to cancel the metv
24091,2,transfer tv to a new address
24092,5,cannot or ent package and bein sports package in dpm
24093,1,customer unable to access webmail
24094,1,zoo csi password reset
24095,5,redeemed price plan voucher in nov NUM but still shows in my singtel app
24096,2,my app not working
24097,1,my access password reset
24098,1,customer unable to access my account
24099,1,unable to link the service in my account
24100,1,lat account not found
24101,1,zoo password reset
24102,2,user is unable to login to myportal
24103,1,unable to login to account
24104,2,app issue need more information
24105,1,my account adding data block in data plan issue
24106,1,yes pass password reset
24107,4,re my singtel app incident template
24108,1,unable to change password
24109,1,my account unable to pull out bill
24110,2,need to completely cancel fetch tv order
24111,2,old email address in icon
24112,1,zoo request to reset the password
24113,1,my access account locked out
24114,2,zoo webpage issue
24115,2,dpm stb issue
24116,1,my access issues
24117,1,user usage is not updating NUM
24118,6,not been receiving their bills in the mail
